company,date,price
2330,2016/8/17,177
2330,2016/8/16,175.5
2330,2016/8/15,179
2330,2016/8/12,177.5
2330,2016/8/11,176.5
2330,2016/8/10,179.5
2330,2016/8/9,178.5
2330,2016/8/8,178
2330,2016/8/5,177
2330,2016/8/4,174.5
2330,2016/8/3,172.5
2330,2016/8/2,176
2330,2016/8/1,177
2330,2016/7/29,172.5
2330,2016/7/28,176.5
2330,2016/7/27,175
2330,2016/7/26,173
2330,2016/7/25,171.5
2330,2016/7/22,171
2330,2016/7/21,172
2330,2016/7/20,170
2330,2016/7/19,170.5
2330,2016/7/18,169.5
2330,2016/7/15,169.5
2330,2016/7/14,169
2330,2016/7/13,168.5
2330,2016/7/12,171
2330,2016/7/11,170
2330,2016/7/7,164.5
2330,2016/7/6,161.5
2330,2016/7/5,164
2330,2016/7/4,166
2330,2016/7/1,166
2330,2016/6/30,162.5
2330,2016/6/29,159
2330,2016/6/28,157
2330,2016/6/27,155.5
2330,2016/6/24,159
2330,2016/6/23,164
2330,2016/6/22,166
2330,2016/6/21,165.5
2330,2016/6/20,163
2330,2016/6/17,163
2330,2016/6/16,160.5
2330,2016/6/15,163
2330,2016/6/14,162
2330,2016/6/13,162
2330,2016/6/8,165.5
2330,2016/6/7,162
2330,2016/6/6,161
2330,2016/6/4,160
2330,2016/6/3,160.5
2330,2016/6/2,159
2330,2016/6/1,159
2330,2016/5/31,156.5
2330,2016/5/30,157
2330,2016/5/27,156.5
2330,2016/5/26,155
2330,2016/5/25,154.5
2330,2016/5/24,151
2330,2016/5/23,154
2330,2016/5/20,148.5
2330,2016/5/19,147
2330,2016/5/18,147
2330,2016/5/17,147
2330,2016/5/16,144.5
2330,2016/5/13,144
2330,2016/5/12,146
2330,2016/5/11,147
2330,2016/5/10,147
2330,2016/5/9,147.5
2330,2016/5/6,148
2330,2016/5/5,147.5
2330,2016/5/4,147
2330,2016/5/3,147.5
2330,2016/4/29,150
2330,2016/4/28,153
2330,2016/4/27,156.5
2330,2016/4/26,158
2330,2016/4/25,157.5
2330,2016/4/22,156.5
2330,2016/4/21,157
2330,2016/4/20,154
2330,2016/4/19,157.5
2330,2016/4/18,158
2330,2016/4/15,159.5
2330,2016/4/14,161.5
2330,2016/4/13,161.5
2330,2016/4/12,158.5
2330,2016/4/11,158.5
2330,2016/4/8,157.5
2330,2016/4/7,154.5
2330,2016/4/6,153.5
2330,2016/4/1,158.5
2330,2016/3/31,162
2330,2016/3/30,161.5
2330,2016/3/29,159
2330,2016/3/28,159
2330,2016/3/25,158
2330,2016/3/24,158.5
2330,2016/3/23,159.5
2330,2016/3/22,158.5
2330,2016/3/21,160
2330,2016/3/18,159.5
2330,2016/3/17,158.5
2330,2016/3/16,156
2330,2016/3/15,154.5
2330,2016/3/14,156
2330,2016/3/11,155
2330,2016/3/10,154.5
2330,2016/3/9,153
2330,2016/3/8,152
2330,2016/3/7,152
2330,2016/3/4,152.5
2330,2016/3/3,154
2330,2016/3/2,153
2330,2016/3/1,152
2330,2016/2/26,149
2330,2016/2/25,150.5
2330,2016/2/24,148
2330,2016/2/23,149.5
2330,2016/2/22,151
2330,2016/2/19,151
2330,2016/2/18,151
2330,2016/2/17,148
2330,2016/2/16,147.5
2330,2016/2/15,145
2330,2016/2/3,146
2330,2016/2/2,142.5
2330,2016/2/1,144
2330,2016/1/30,142
2330,2016/1/29,143
2330,2016/1/28,140
2330,2016/1/27,139.5
2330,2016/1/26,137.5
2330,2016/1/25,139.5
2330,2016/1/22,138.5
2330,2016/1/21,135
2330,2016/1/20,134.5
2330,2016/1/19,138
2330,2016/1/18,137
2330,2016/1/15,137
2330,2016/1/14,131.5
2330,2016/1/13,133.5
2330,2016/1/12,133
2330,2016/1/11,133
2330,2016/1/8,134
2330,2016/1/7,133
2330,2016/1/6,135.5
2330,2016/1/5,138
2330,2016/1/4,139.5
2330,2015/12/31,143
2330,2015/12/30,142.5
2330,2015/12/29,142
2330,2015/12/28,143.5
2330,2015/12/25,143
2330,2015/12/24,142
2330,2015/12/23,141.5
2330,2015/12/22,142
2330,2015/12/21,141.5
2330,2015/12/18,142
2330,2015/12/17,145
2330,2015/12/16,143.5
2330,2015/12/15,138
2330,2015/12/14,139
2330,2015/12/11,139.5
2330,2015/12/10,141
2330,2015/12/9,140.5
2330,2015/12/8,142.5
2330,2015/12/7,143.5
2330,2015/12/4,140.5
2330,2015/12/3,142.5
2330,2015/12/2,142.5
2330,2015/12/1,142.5
2330,2015/11/30,139
2330,2015/11/27,139
2330,2015/11/26,142.5
2330,2015/11/25,141
2330,2015/11/24,139.5
2330,2015/11/23,141
2330,2015/11/20,141
2330,2015/11/19,140.5
2330,2015/11/18,137
2330,2015/11/17,138.5
2330,2015/11/16,135
2330,2015/11/13,136
2330,2015/11/12,138.5
2330,2015/11/11,137.5
2330,2015/11/10,139.5
2330,2015/11/9,142
2330,2015/11/6,140
2330,2015/11/5,142.5
2330,2015/11/4,144.5
2330,2015/11/3,139.5
2330,2015/11/2,137.5
2330,2015/10/30,136.5
2330,2015/10/29,136.5
2330,2015/10/28,138
2330,2015/10/27,139
2330,2015/10/26,140
2330,2015/10/23,140
2330,2015/10/22,137.5
2330,2015/10/21,138.5
2330,2015/10/20,139
2330,2015/10/19,138
2330,2015/10/16,137.5
2330,2015/10/15,140
2330,2015/10/14,136.5
2330,2015/10/13,137.5
2330,2015/10/12,138.5
2330,2015/10/8,136
2330,2015/10/7,135
2330,2015/10/6,133
2330,2015/10/5,132.5
2330,2015/10/2,132
2330,2015/10/1,133.5
2330,2015/9/30,130
2330,2015/9/25,127
2330,2015/9/24,127
2330,2015/9/23,124.5
2330,2015/9/22,129
2330,2015/9/21,129.5
2330,2015/9/18,131.5
2330,2015/9/17,131
2330,2015/9/16,129.5
2330,2015/9/15,126
2330,2015/9/14,127.5
2330,2015/9/11,127.5
2330,2015/9/10,125
2330,2015/9/9,129
2330,2015/9/8,123
2330,2015/9/7,122.5
2330,2015/9/4,125
2330,2015/9/3,127
2330,2015/9/2,125.5
2330,2015/9/1,124
2330,2015/8/31,129
2330,2015/8/28,125
2330,2015/8/27,124
2330,2015/8/26,122.5
2330,2015/8/25,123.5
2330,2015/8/24,115
2330,2015/8/21,121
2330,2015/8/20,126
2330,2015/8/19,125
2330,2015/8/18,126
2330,2015/8/17,124
2330,2015/8/14,126
2330,2015/8/13,128
2330,2015/8/12,128.5
2330,2015/8/11,130.5
2330,2015/8/10,129
2330,2015/8/7,133
2330,2015/8/6,134
2330,2015/8/5,134
2330,2015/8/4,136.5
2330,2015/8/3,134.5
2330,2015/7/31,139.5
2330,2015/7/30,138.5
2330,2015/7/29,135.5
2330,2015/7/28,134
2330,2015/7/27,134
2330,2015/7/24,137
2330,2015/7/23,136
2330,2015/7/22,139
2330,2015/7/21,140.5
2330,2015/7/20,139
2330,2015/7/17,140
2330,2015/7/16,136.5
2330,2015/7/15,138.5
2330,2015/7/14,138.5
2330,2015/7/13,138.5
2330,2015/7/9,136.5
2330,2015/7/8,138
2330,2015/7/7,140.5
2330,2015/7/6,140.5
2330,2015/7/3,142.5
2330,2015/7/2,141.5
2330,2015/7/1,141
2330,2015/6/30,140.5
2330,2015/6/29,138.5
2330,2015/6/26,146
2330,2015/6/25,146.5
2330,2015/6/24,145
2330,2015/6/23,144.5
2330,2015/6/22,142
2330,2015/6/18,142
2330,2015/6/17,142.5
2330,2015/6/16,142
2330,2015/6/15,143
2330,2015/6/12,144.5
2330,2015/6/11,143.5
2330,2015/6/10,139.5
2330,2015/6/9,139
2330,2015/6/8,138.5
2330,2015/6/5,140
2330,2015/6/4,141
2330,2015/6/3,143
2330,2015/6/2,144
2330,2015/6/1,145
2330,2015/5/29,146
2330,2015/5/28,147
2330,2015/5/27,145
2330,2015/5/26,146.5
2330,2015/5/25,147.5
2330,2015/5/22,145.5
2330,2015/5/21,145.5
2330,2015/5/20,146.5
2330,2015/5/19,146.5
2330,2015/5/18,146.5
2330,2015/5/15,146.5
2330,2015/5/14,146
2330,2015/5/13,148
2330,2015/5/12,147.5
2330,2015/5/11,148.5
2330,2015/5/8,146.5
2330,2015/5/7,146.5
2330,2015/5/6,147.5
2330,2015/5/5,147
2330,2015/5/4,147.5
2330,2015/4/30,147
2330,2015/4/29,148.5
2330,2015/4/28,151.5
2330,2015/4/27,151.5
2330,2015/4/24,152.5
2330,2015/4/23,147
2330,2015/4/22,143.5
2330,2015/4/21,142.5
2330,2015/4/20,143
2330,2015/4/17,142.5
2330,2015/4/16,147
2330,2015/4/15,143
2330,2015/4/14,144
2330,2015/4/13,147
2330,2015/4/10,147
2330,2015/4/9,143
2330,2015/4/8,143
2330,2015/4/7,146
2330,2015/4/2,147
2330,2015/4/1,144
2330,2015/3/31,145.5
2330,2015/3/30,142.5
2330,2015/3/27,142.5
2330,2015/3/26,145.5
2330,2015/3/25,151
2330,2015/3/24,151.5
2330,2015/3/23,153.5
2330,2015/3/20,154
2330,2015/3/19,154
2330,2015/3/18,153.5
2330,2015/3/17,149
2330,2015/3/16,146
2330,2015/3/13,149
2330,2015/3/12,148
2330,2015/3/11,146
2330,2015/3/10,144
2330,2015/3/9,145.5
2330,2015/3/6,149
2330,2015/3/5,150
2330,2015/3/4,150.5
2330,2015/3/3,150.5
2330,2015/3/2,149
2330,2015/2/26,150.5
2330,2015/2/25,154.5
2330,2015/2/24,151
2330,2015/2/13,148.5
2330,2015/2/12,148.5
2330,2015/2/11,148
2330,2015/2/10,142.5
2330,2015/2/9,142
2330,2015/2/6,143
2330,2015/2/5,145.5
2330,2015/2/4,146
2330,2015/2/3,144.5
2330,2015/2/2,142.5
2330,2015/1/30,141
2330,2015/1/29,143.5
2330,2015/1/28,146.5
2330,2015/1/27,147
2330,2015/1/26,145
2330,2015/1/23,145
2330,2015/1/22,140
2330,2015/1/21,141
2330,2015/1/20,138
2330,2015/1/19,139
2330,2015/1/16,137
2330,2015/1/15,131.5
2330,2015/1/14,130
2330,2015/1/13,132.5
2330,2015/1/12,132
2330,2015/1/9,134
2330,2015/1/8,138
2330,2015/1/7,134
2330,2015/1/6,133.5
2330,2015/1/5,139.5
2330,2014/12/31,141
2330,2014/12/30,140
2330,2014/12/29,141
2330,2014/12/27,138.5
2330,2014/12/26,139
2330,2014/12/25,137.5
2330,2014/12/24,138
2330,2014/12/23,137.5
2330,2014/12/22,138.5
2330,2014/12/19,138
2330,2014/12/18,131.5
2330,2014/12/17,130.5
2330,2014/12/16,133
2330,2014/12/15,136
2330,2014/12/12,135
2330,2014/12/11,134.5
2330,2014/12/10,136
2330,2014/12/9,138
2330,2014/12/8,138
2330,2014/12/5,137.5
2330,2014/12/4,139
2330,2014/12/3,138
2330,2014/12/2,137.5
2330,2014/12/1,140
2330,2014/11/28,141.5
2330,2014/11/27,140
2330,2014/11/26,139
2330,2014/11/25,139
2330,2014/11/24,138.5
2330,2014/11/21,138.5
2330,2014/11/20,139
2330,2014/11/19,136
2330,2014/11/18,131.5
2330,2014/11/17,133
2330,2014/11/14,135
2330,2014/11/13,134
2330,2014/11/12,132
2330,2014/11/11,134
2330,2014/11/10,134.5
2330,2014/11/7,131
2330,2014/11/6,132
2330,2014/11/5,132
2330,2014/11/4,132
2330,2014/11/3,131
2330,2014/10/31,130.5
2330,2014/10/30,128.5
2330,2014/10/29,129
2330,2014/10/28,128
2330,2014/10/27,128
2330,2014/10/24,125.5
2330,2014/10/23,127.5
2330,2014/10/22,129
2330,2014/10/21,125
2330,2014/10/20,126
2330,2014/10/17,123.5
2330,2014/10/16,121.5
2330,2014/10/15,121.5
2330,2014/10/14,121
2330,2014/10/13,120.5
2330,2014/10/9,125
2330,2014/10/8,122.5
2330,2014/10/7,125
2330,2014/10/6,126
2330,2014/10/3,124.5
2330,2014/10/2,121
2330,2014/10/1,121.5
2330,2014/9/30,120
2330,2014/9/29,120.5
2330,2014/9/26,121
2330,2014/9/25,122
2330,2014/9/24,123
2330,2014/9/23,122.5
2330,2014/9/22,122
2330,2014/9/19,125
2330,2014/9/18,125
2330,2014/9/17,124.5
2330,2014/9/16,122.5
2330,2014/9/15,123.5
2330,2014/9/12,123
2330,2014/9/11,125
2330,2014/9/10,125
2330,2014/9/9,127
2330,2014/9/5,127
2330,2014/9/4,127.5
2330,2014/9/3,128
2330,2014/9/2,126
2330,2014/9/1,128.5
2330,2014/8/29,124
2330,2014/8/28,125
2330,2014/8/27,125.5
2330,2014/8/26,124.5
2330,2014/8/25,125
2330,2014/8/22,125.5
2330,2014/8/21,124.5
2330,2014/8/20,125.5
2330,2014/8/19,124
2330,2014/8/18,123
2330,2014/8/15,124
2330,2014/8/14,124
2330,2014/8/13,122.5
2330,2014/8/12,121.5
2330,2014/8/11,120.5
2330,2014/8/8,120.5
2330,2014/8/7,121.5
2330,2014/8/6,120.5
2330,2014/8/5,119.5
2330,2014/8/4,123.5
2330,2014/8/1,120
2330,2014/7/31,121
2330,2014/7/30,124.5
2330,2014/7/29,124
2330,2014/7/28,121.5
2330,2014/7/25,123
2330,2014/7/24,125
2330,2014/7/22,124.5
2330,2014/7/21,123.5
2330,2014/7/18,123.5
2330,2014/7/17,124.5
2330,2014/7/16,130.5
2330,2014/7/15,133
2330,2014/7/14,132.5
2330,2014/7/11,136.5
2330,2014/7/10,134.5
2330,2014/7/9,134
2330,2014/7/8,134.5
2330,2014/7/7,136
2330,2014/7/4,135
2330,2014/7/3,134.5
2330,2014/7/2,132.5
2330,2014/7/1,128
2330,2014/6/30,126.5
2330,2014/6/27,125.5
2330,2014/6/26,124.5
2330,2014/6/25,123.5
2330,2014/6/24,123
2330,2014/6/23,123
2330,2014/6/20,124.5
2330,2014/6/19,126
2330,2014/6/18,125.5
2330,2014/6/17,125
2330,2014/6/16,124
2330,2014/6/13,123
2330,2014/6/12,123.5
2330,2014/6/11,125
2330,2014/6/10,124.5
2330,2014/6/9,123
2330,2014/6/6,122.5
2330,2014/6/5,123
2330,2014/6/4,123.5
2330,2014/6/3,122.5
2330,2014/5/30,119.5
2330,2014/5/29,122
2330,2014/5/28,124
2330,2014/5/27,123.5
2330,2014/5/26,123
2330,2014/5/23,122
2330,2014/5/22,122
2330,2014/5/21,120.5
2330,2014/5/20,121
2330,2014/5/19,121
2330,2014/5/16,122
2330,2014/5/15,122
2330,2014/5/14,122
2330,2014/5/13,120.5
2330,2014/5/12,118.5
2330,2014/5/9,120
2330,2014/5/8,119.5
2330,2014/5/7,118.5
2330,2014/5/6,118
2330,2014/5/5,117
2330,2014/5/2,118
2330,2014/4/30,118.5
2330,2014/4/29,120.5
2330,2014/4/28,119
2330,2014/4/25,118.5
2330,2014/4/24,121
2330,2014/4/23,121
2330,2014/4/22,121.5
2330,2014/4/21,121.5
2330,2014/4/18,123
2330,2014/4/17,120
2330,2014/4/16,121
2330,2014/4/15,122.5
2330,2014/4/14,120.5
2330,2014/4/11,120
2330,2014/4/10,119.5
2330,2014/4/9,119
2330,2014/4/8,119
2330,2014/4/7,117.5
2330,2014/4/3,118.5
2330,2014/4/2,120
2330,2014/4/1,119.5
2330,2014/3/31,118.5
2330,2014/3/28,117.5
2330,2014/3/27,116
2330,2014/3/26,115.5
2330,2014/3/25,113.5
2330,2014/3/24,112.5
2330,2014/3/21,112.5
2330,2014/3/20,112
2330,2014/3/19,114.5
2330,2014/3/18,114.5
2330,2014/3/17,114
2330,2014/3/14,115
2330,2014/3/13,116.5
2330,2014/3/12,113
2330,2014/3/11,114
2330,2014/3/10,113
2330,2014/3/7,114.5
2330,2014/3/6,113
2330,2014/3/5,110
2330,2014/3/4,107.5
2330,2014/3/3,108
2330,2014/2/27,108
2330,2014/2/26,107.5
2330,2014/2/25,108
2330,2014/2/24,107
2330,2014/2/21,107.5
2330,2014/2/20,106.5
2330,2014/2/19,108
2330,2014/2/18,108
2330,2014/2/17,108.5
2330,2014/2/14,107.5
2330,2014/2/13,105
2330,2014/2/12,105
2330,2014/2/11,104.5
2330,2014/2/10,103
2330,2014/2/7,104
2330,2014/2/6,102
2330,2014/2/5,100.5
2330,2014/1/27,105
2330,2014/1/24,108
2330,2014/1/23,107.5
2330,2014/1/22,107.5
2330,2014/1/21,106.5
2330,2014/1/20,107.5
2330,2014/1/17,107.5
2330,2014/1/16,107
2330,2014/1/15,105
2330,2014/1/14,103.5
2330,2014/1/13,103
2330,2014/1/10,102
2330,2014/1/9,101
2330,2014/1/8,104
2330,2014/1/7,102
2330,2014/1/6,102.5
2330,2014/1/3,102.5
2330,2014/1/2,104.5
2330,2013/12/31,105.5
2330,2013/12/30,106
2330,2013/12/27,104.5
2330,2013/12/26,104
2330,2013/12/25,103
2330,2013/12/24,103
2330,2013/12/23,104
2330,2013/12/20,102
2330,2013/12/19,102.5
2330,2013/12/18,101
2330,2013/12/17,103.5
2330,2013/12/16,102
2330,2013/12/13,102.5
2330,2013/12/12,103
2330,2013/12/11,105
2330,2013/12/10,104
2330,2013/12/9,105
2330,2013/12/6,103
2330,2013/12/5,104
2330,2013/12/4,105
2330,2013/12/3,104
2330,2013/12/2,104.5
2330,2013/11/29,105
2330,2013/11/28,105
2330,2013/11/27,105
2330,2013/11/26,103.5
2330,2013/11/25,101
2330,2013/11/22,100
2330,2013/11/21,101
2330,2013/11/20,103
2330,2013/11/19,105
2330,2013/11/18,104
2330,2013/11/15,104
2330,2013/11/14,103.5
2330,2013/11/13,103
2330,2013/11/12,105
2330,2013/11/11,104.5
2330,2013/11/8,106
2330,2013/11/7,107
2330,2013/11/6,107
2330,2013/11/5,106.5
2330,2013/11/4,109
2330,2013/11/1,109.5
2330,2013/10/31,109.5
2330,2013/10/30,110
2330,2013/10/29,109.5
2330,2013/10/28,109.5
2330,2013/10/25,107
2330,2013/10/24,110
2330,2013/10/23,111
2330,2013/10/22,111.5
2330,2013/10/21,110
2330,2013/10/18,110
2330,2013/10/17,107
2330,2013/10/16,106
2330,2013/10/15,107
2330,2013/10/14,105
2330,2013/10/11,106.5
2330,2013/10/9,105
2330,2013/10/8,105
2330,2013/10/7,103
2330,2013/10/4,104
2330,2013/10/3,105
2330,2013/10/2,103
2330,2013/10/1,101.5
2330,2013/9/30,100.5
2330,2013/9/27,103
2330,2013/9/26,101.5
2330,2013/9/25,103
2330,2013/9/24,105
2330,2013/9/23,105.5
2330,2013/9/18,103
2330,2013/9/17,105.5
2330,2013/9/16,105.5
2330,2013/9/14,102.5
2330,2013/9/13,102.5
2330,2013/9/12,103.5
2330,2013/9/11,104.5
2330,2013/9/10,104.5
2330,2013/9/9,103
2330,2013/9/6,102
2330,2013/9/5,101.5
2330,2013/9/4,100.5
2330,2013/9/3,102
2330,2013/9/2,102
2330,2013/8/30,100.5
2330,2013/8/29,98.7
2330,2013/8/28,96.8
2330,2013/8/27,95.6
2330,2013/8/26,96.8
2330,2013/8/23,97
2330,2013/8/22,94.5
2330,2013/8/20,94.4
2330,2013/8/19,95.5
2330,2013/8/16,96.5
2330,2013/8/15,96
2330,2013/8/14,96.8
2330,2013/8/13,97.2
2330,2013/8/12,96
2330,2013/8/9,96.4
2330,2013/8/8,96.4
2330,2013/8/7,97
2330,2013/8/6,98.8
2330,2013/8/5,100.5
2330,2013/8/2,100.5
2330,2013/8/1,100.5
2330,2013/7/31,102.5
2330,2013/7/30,102
2330,2013/7/29,100
2330,2013/7/26,102.5
2330,2013/7/25,102.5
2330,2013/7/24,102
2330,2013/7/23,100
2330,2013/7/22,97
2330,2013/7/19,98.2
2330,2013/7/18,105.5
2330,2013/7/17,109
2330,2013/7/16,108
2330,2013/7/15,109.5
2330,2013/7/12,110
2330,2013/7/11,109.5
2330,2013/7/10,106
2330,2013/7/9,106
2330,2013/7/8,105
2330,2013/7/5,109
2330,2013/7/4,107
2330,2013/7/3,107
2330,2013/7/2,110
2330,2013/7/1,108
2330,2013/6/28,111
2330,2013/6/27,104.5
2330,2013/6/26,101.5
2330,2013/6/25,101
2330,2013/6/24,101
2330,2013/6/21,103.5
2330,2013/6/20,104
2330,2013/6/19,105.5
2330,2013/6/18,106.5
2330,2013/6/17,106
2330,2013/6/14,106
2330,2013/6/13,104.5
2330,2013/6/11,108
2330,2013/6/10,108.5
2330,2013/6/7,108.5
2330,2013/6/6,107.5
2330,2013/6/5,109.5
2330,2013/6/4,109
2330,2013/6/3,107.5
2330,2013/5/31,109.5
2330,2013/5/30,110
2330,2013/5/29,111
2330,2013/5/28,109.5
2330,2013/5/27,112
2330,2013/5/24,109.5
2330,2013/5/23,108
2330,2013/5/22,112
2330,2013/5/21,112.5
2330,2013/5/20,114
2330,2013/5/17,113.5
2330,2013/5/16,113.5
2330,2013/5/15,115
2330,2013/5/14,115.5
2330,2013/5/13,114.5
2330,2013/5/10,114.5
2330,2013/5/9,115
2330,2013/5/8,114.5
2330,2013/5/7,112.5
2330,2013/5/6,111.5
2330,2013/5/3,110
2330,2013/5/2,110.5
2330,2013/4/30,109.5
2330,2013/4/29,108
2330,2013/4/26,108.5
2330,2013/4/25,107
2330,2013/4/24,106
2330,2013/4/23,106
2330,2013/4/22,108.5
2330,2013/4/19,106.5
2330,2013/4/18,99.9
2330,2013/4/17,100
2330,2013/4/16,100.5
2330,2013/4/15,99.4
2330,2013/4/12,100.5
2330,2013/4/11,101.5
2330,2013/4/10,98.3
2330,2013/4/9,97.5
2330,2013/4/8,98.5
2330,2013/4/3,100.5
2330,2013/4/2,100.5
2330,2013/4/1,101
2330,2013/3/29,100.5
2330,2013/3/28,100
2330,2013/3/27,100.5
2330,2013/3/26,99
2330,2013/3/25,99.5
2330,2013/3/22,98
2330,2013/3/21,98.7
2330,2013/3/20,98.8
2330,2013/3/19,100
2330,2013/3/18,100.5
2330,2013/3/15,103
2330,2013/3/14,104
2330,2013/3/13,104.5
2330,2013/3/12,102.5
2330,2013/3/11,102
2330,2013/3/8,103.5
2330,2013/3/7,103
2330,2013/3/6,104
2330,2013/3/5,104
2330,2013/3/4,102
2330,2013/3/1,105
2330,2013/2/27,104.5
2330,2013/2/26,103.5
2330,2013/2/25,105
2330,2013/2/23,107
2330,2013/2/22,105.5
2330,2013/2/21,107
2330,2013/2/20,109
2330,2013/2/19,107
2330,2013/2/18,107
2330,2013/2/6,105
2330,2013/2/5,103
2330,2013/2/4,103
2330,2013/2/1,101.5
2330,2013/1/31,101.5
2330,2013/1/30,101.5
2330,2013/1/29,101
2330,2013/1/28,99.3
2330,2013/1/25,99
2330,2013/1/24,99.9
2330,2013/1/23,101
2330,2013/1/22,101
2330,2013/1/21,100.5
2330,2013/1/18,101.5
2330,2013/1/17,99.3
2330,2013/1/16,99.2
2330,2013/1/15,100.5
2330,2013/1/14,102
2330,2013/1/11,101
2330,2013/1/10,101
2330,2013/1/9,100
2330,2013/1/8,99.7
2330,2013/1/7,100.5
2330,2013/1/4,101.5
2330,2013/1/3,101
2330,2013/1/2,99.6
2330,2012/12/28,97
2330,2012/12/27,95.6
2330,2012/12/26,96
2330,2012/12/25,96.5
2330,2012/12/24,95.2
2330,2012/12/22,95.7
2330,2012/12/21,94.8
2330,2012/12/20,96
2330,2012/12/19,97.3
2330,2012/12/18,96.7
2330,2012/12/17,97
2330,2012/12/14,98.4
2330,2012/12/13,99.2
2330,2012/12/12,98.4
2330,2012/12/11,98.3
2330,2012/12/10,96.5
2330,2012/12/7,98.1
2330,2012/12/6,96.6
2330,2012/12/5,96.9
2330,2012/12/4,96.6
2330,2012/12/3,97.9
2330,2012/11/30,98.7
2330,2012/11/29,96.5
2330,2012/11/28,95.9
2330,2012/11/27,96.3
2330,2012/11/26,95.3
2330,2012/11/23,95.5
2330,2012/11/22,91.3
2330,2012/11/21,90.5
2330,2012/11/20,90.4
2330,2012/11/19,90
2330,2012/11/16,90.2
2330,2012/11/15,90.2
2330,2012/11/14,90.5
2330,2012/11/13,90.3
2330,2012/11/12,91.3
2330,2012/11/9,90.8
2330,2012/11/8,90.5
2330,2012/11/7,91
2330,2012/11/6,90.4
2330,2012/11/5,90.3
2330,2012/11/2,89.9
2330,2012/11/1,89.2
2330,2012/10/31,88.7
2330,2012/10/30,88
2330,2012/10/29,88.1
2330,2012/10/26,87.3
2330,2012/10/25,84.8
2330,2012/10/24,85.4
2330,2012/10/23,85.7
2330,2012/10/22,86
2330,2012/10/19,86.7
2330,2012/10/18,88.1
2330,2012/10/17,87.4
2330,2012/10/16,87.5
2330,2012/10/15,86.4
2330,2012/10/12,86.3
2330,2012/10/11,85.5
2330,2012/10/9,87.1
2330,2012/10/8,89.1
2330,2012/10/5,91
2330,2012/10/4,90.6
2330,2012/10/3,89.8
2330,2012/10/2,89.6
2330,2012/10/1,88.9
2330,2012/9/28,89.8
2330,2012/9/27,87.6
2330,2012/9/26,86.4
2330,2012/9/25,85.9
2330,2012/9/24,86.1
2330,2012/9/21,85.7
2330,2012/9/20,85.3
2330,2012/9/19,86
2330,2012/9/18,85.7
2330,2012/9/17,86.5
2330,2012/9/14,86.5
2330,2012/9/13,85
2330,2012/9/12,84.5
2330,2012/9/11,84.4
2330,2012/9/10,83.5
2330,2012/9/7,83.8
2330,2012/9/6,81.1
2330,2012/9/5,82
2330,2012/9/4,84
2330,2012/9/3,83.9
2330,2012/8/31,83.3
2330,2012/8/30,82.7
2330,2012/8/29,82.7
2330,2012/8/28,82.4
2330,2012/8/27,83
2330,2012/8/24,82
2330,2012/8/23,82.7
2330,2012/8/22,82.4
2330,2012/8/21,83.6
2330,2012/8/20,82.4
2330,2012/8/17,82
2330,2012/8/16,82.9
2330,2012/8/15,83
2330,2012/8/14,83.2
2330,2012/8/13,82.7
2330,2012/8/10,82
2330,2012/8/9,82.3
2330,2012/8/8,80.5
2330,2012/8/7,81.4
2330,2012/8/6,80.9
2330,2012/8/3,79.8
2330,2012/8/1,80
2330,2012/7/31,81
2330,2012/7/30,79
2330,2012/7/27,79.3
2330,2012/7/26,76.3
2330,2012/7/25,74.6
2330,2012/7/24,74.8
2330,2012/7/23,74.3
2330,2012/7/20,76.7
2330,2012/7/19,77.5
2330,2012/7/18,74.8
2330,2012/7/17,74.8
2330,2012/7/16,75.5
2330,2012/7/13,75.8
2330,2012/7/12,75.7
2330,2012/7/11,78.1
2330,2012/7/10,79.1
2330,2012/7/9,80
2330,2012/7/6,80.9
2330,2012/7/5,81
2330,2012/7/4,81.2
2330,2012/7/3,84.2
2330,2012/7/2,83.3
2330,2012/6/29,81.3
2330,2012/6/28,79.9
2330,2012/6/27,79.3
2330,2012/6/26,78.7
2330,2012/6/25,79.6
2330,2012/6/22,80.1
2330,2012/6/21,80.6
2330,2012/6/20,81.6
2330,2012/6/19,80.5
2330,2012/6/18,80.8
2330,2012/6/15,78.1
2330,2012/6/14,79.2
2330,2012/6/13,80
2330,2012/6/12,79.4
2330,2012/6/11,80.4
2330,2012/6/8,77.9
2330,2012/6/7,79.8
2330,2012/6/6,77.8
2330,2012/6/5,78.2
2330,2012/6/4,76.5
2330,2012/6/1,79.9
2330,2012/5/31,85.1
2330,2012/5/30,81.7
2330,2012/5/29,82.3
2330,2012/5/28,81.6
2330,2012/5/25,80
2330,2012/5/24,80.6
2330,2012/5/23,79.1
2330,2012/5/22,82.2
2330,2012/5/21,82.5
2330,2012/5/18,81.8
2330,2012/5/17,85.1
2330,2012/5/16,83.4
2330,2012/5/15,85.5
2330,2012/5/14,85.4
2330,2012/5/11,85.5
2330,2012/5/10,85.3
2330,2012/5/9,84.6
2330,2012/5/8,84.4
2330,2012/5/7,85.6
2330,2012/5/4,87.6
2330,2012/5/3,88.9
2330,2012/5/2,88.4
2330,2012/4/30,86.8
2330,2012/4/27,86
2330,2012/4/26,84
2330,2012/4/25,84.2
2330,2012/4/24,84.6
2330,2012/4/23,84.3
2330,2012/4/20,84.3
2330,2012/4/19,85.8
2330,2012/4/18,85
2330,2012/4/17,83.8
